"station","date","atemp_nValid","atemp_min","atemp_median","atemp_max","atemp_mean","atemp_sd","atemp_iqr","rh_nValid","rh_min","rh_median","rh_max","rh_mean","rh_sd","rh_iqr","bp_nValid","bp_min","bp_median","bp_max","bp_mean","bp_sd","bp_iqr","wspd_nValid","wspd_min","wspd_median","wspd_max","wspd_mean","wspd_sd","wspd_iqr","maxwspd_nValid","maxwspd_min","maxwspd_median","maxwspd_max","maxwspd_mean","maxwspd_sd","maxwspd_iqr","wdir_nValid","wdir_min","wdir_median","wdir_max","wdir_mean","wdir_sd","wdir_iqr","totpar_nValid","totpar_total","totprcp_nValid","totprcp_total"
"kachomet",2003-06-01,95,7.3,9.7,13.4,9.65157894736842,1.51572348836095,2.45,95,55,69,86,69.3789473684211,6.99875208841353,9.5,95,1005,1010,1017,1010.41052631579,3.65680577053923,6,95,0.5,1.8,6.2,2.26736842105263,1.40450961422091,1.9,0,NA,NA,NA,NA,NA,NA,95,1,191,351,198.263157894737,82.0184476558723,117,0,NA,95,0
"kachomet",2003-06-02,96,7.8,10.55,12.7,10.0885416666667,1.42073885830886,2.5,96,56,66,85,67.7708333333333,7.25980885157478,12.25,96,1017,1023,1027,1022.23958333333,2.72510662917084,4,96,0,3.05,6,2.996875,1.28983500576828,1.725,0,NA,NA,NA,NA,NA,NA,96,7,305,355,238.104166666667,110.934449982782,218.25,0,NA,96,0
"kachomet",2003-06-03,96,6.4,10.2,13.8,10.1145833333333,1.86913879221459,2.65,96,50,72,84,69.78125,9.10893502932264,11,96,1025,1027,1028,1026.59375,1.09138371852096,1.25,96,0.8,2.5,5.8,2.86458333333333,1.44666434230551,2.5,0,NA,NA,NA,NA,NA,NA,96,64,299,353,248,92.2627825974893,146.75,0,NA,96,0
"kachomet",2003-06-04,96,6.8,11.3,13.1,10.178125,1.95346941700092,3.725,96,51,64,85,68.1145833333333,10.6186229572752,20,96,1016,1020,1024,1019.92708333333,2.648712861856,5,96,0.2,2.95,9.7,3.78125,2.52525402578371,4,0,NA,NA,NA,NA,NA,NA,96,30,144,315,142.802083333333,51.1473865755502,49.75,0,NA,96,0
"kachomet",2003-06-05,96,8.7,10.7,12.1,10.4489583333333,0.991011688461174,1.725,96,59,75.5,93,77.2604166666667,9.50816246752084,15,96,1013,1014,1016,1014.23958333333,1.02335662011335,1,96,0.1,2.35,6.7,2.42083333333333,1.31180202828152,1.675,0,NA,NA,NA,NA,NA,NA,96,11,194.5,355,211.854166666667,86.6225908502744,127.5,0,NA,96,1.2
"kachomet",2003-06-06,96,7.9,9.3,11.2,9.42604166666667,0.853135984923816,1.325,96,66,81,92,80.4166666666667,5.84477574495138,7,96,1014,1016,1021,1016.28125,2.3517210942761,4,96,0,2.55,5.8,2.67916666666667,1.2679794674302,1.825,0,NA,NA,NA,NA,NA,NA,96,2,283.5,355,238.135416666667,91.1319020681638,144,0,NA,96,0.9
"kachomet",2003-06-07,96,5.8,10.05,13.9,9.84375,2.12517801111986,3.95,96,53,67,92,72.1979166666667,12.511569207541,24.5,96,1021,1023,1024,1023.16666666667,0.803501110819219,1,96,0.6,2.6,8.3,3.47083333333333,2.01300595688541,3.625,0,NA,NA,NA,NA,NA,NA,96,8,200,354,212.854166666667,80.4677090079148,126,0,NA,96,0
"kachomet",2003-06-08,96,8.5,10.25,12.5,10.21875,1.21076856843733,2.125,96,61,73,85,73.4270833333333,6.56104098233884,13,96,1021,1024,1024,1023.47916666667,0.858139562525776,1,96,0.6,2.9,6,2.99895833333333,1.22967644795965,1.7,0,NA,NA,NA,NA,NA,NA,96,12,135.5,353,178.875,100.569038868567,195,0,NA,96,0.6
"kachomet",2003-06-09,96,9.1,10.7,12.2,10.5947916666667,0.832038687317472,1.5,96,80,88,94,87.7604166666667,3.27267729338941,5,96,1014,1018,1021,1018.07291666667,2.05321207491126,4,96,0,1.55,4,1.75729166666667,0.990028685567047,1.5,0,NA,NA,NA,NA,NA,NA,96,0,268.5,354,219.3125,110.425713300366,193,0,NA,96,0.3
"kachomet",2003-06-10,96,9.8,10.5,11.2,10.4833333333333,0.32172779166529,0.399999999999999,96,92,94,96,94.125,1.00786381703294,2,96,1006,1010,1014,1010.04166666667,2.61540644588809,4,96,0,1.6,4,1.809375,0.917671896990594,1.25,0,NA,NA,NA,NA,NA,NA,96,1,294,347,274.802083333333,70.2964579165553,19.5,0,NA,96,0.9
